Lemma	Senses	Freq
家庭	1	2
运	1	1
把	1	11
静寂	1	2
实际上	1	3
吉卜赛 人	1	2
路	3	6
动弹	1	1
侦查	1	2
猫头鹰	1	1
遵守	1	2
溅	1	2
钞票	1	2
里面	1	16
显然	3	3
美国	3	5
警卫	1	1
和蔼	1	1
衣服	2	6
拒绝	2	2
原	1	1
明明	1	2
摆设	1	1
帮 忙	1	2
乐意	1	1
赘述	1	1
屋	1	9
一眼	1	1
需要	3	9
马拉	1	1
东西	2	28
人人 皆 知	1	1
名词	1	1
一 臂 之 力	1	1
身躯	1	1
分别	1	1
早先	1	1
再婚	1	1
冲	1	2
魂不附体	1	1
猫叫	1	1
清白	1	1
数	1	1
忽然	1	3
记得	1	7
平淡 无奇	1	1
修理	1	1
王国	1	1
独特	1	1
特色	1	1
埋伏	1	1
异议	1	1
书籍	1	2
自由	1	3
逐一	1	1
弯	1	1
随后	1	2
有 缺陷	1	1
夜半	1	2
照旧	1	1
援救	1	1
安全	3	3
皮夹子	1	1
着	1	1
口袋	1	2
农产	1	1
横 着	1	2
狭窄	1	1
血肉	1	1
紧追	1	1
敬而远之	1	1
通气孔	1	15
以为	3	4
闩上	2	3
承认	4	4
和睦	1	2
晚上	3	12
谜语	1	1
姓	1	1
星期二	1	1
久	2	2
阴险	1	4
翻滚	1	1
过道	1	8
黑	2	3
小姐	1	31
面	6	6
吃	1	2
单 马车	1	1
生存者	1	1
欢喜	1	1
蛮横	1	1
一 部分	1	2
牧师	1	1
传达	1	1
缺少	1	1
翻阅	1	2
犯罪	1	2
风雨	1	1
侦察	1	1
当	2	2
认识 到	1	1
撕	1	1
足够	1	2
降临	1	1
相信	3	13
脑袋	2	3
身	1	7
睡 着	1	1
蜡烛	1	3
延伸	2	3
座	1	7
像	1	5
形式	1	1
金色	1	2
过	4	12
带 斑点	1	1
处女	1	1
树木	1	2
正在	2	9
最好	1	2
自信	1	1
转念	1	1
日耳曼	1	1
形成	1	1
锁住	1	1
车	3	4
破案	1	1
消瘦	1	1
纸条	1	19
永远 不 会	1	1
不 够	1	1
走来	1	2
面谈	1	1
英镑	1	4
拿出	1	1
伤害	2	3
下车	1	1
恶臭	1	1
太太	2	18
响	3	9
避免	2	2
最 重要	1	1
死刑	1	2
插	1	1
古怪	3	6
喘气	1	1
办法	2	6
沉重	3	3
判处	1	1
这儿	1	15
身世	1	1
难题	1	1
倒	4	6
连夜	1	1
迫切 需要	1	1
带子	5	10
虐待	1	1
强迫	1	1
不 能 相信	1	1
位 于	1	1
拉	2	8
种种	1	5
呼声	1	1
笑	3	10
重新	2	7
朝	1	9
有意思	1	1
在于	1	1
主人	2	9
记者	1	1
非 不 可	1	1
绝口不提	1	1
随时	1	3
方形	1	1
开 枪	2	3
非常 兴奋	1	1
权	2	3
万一	1	2
贵族	1	1
精致	1	1
一无所知	1	1
帮助	7	10
没有 听到	1	2
致死	1	3
专业性	1	1
深深	1	2
长	4	15
十分	2	17
怀疑	7	9
放心	1	3
无疑	2	3
既而	1	1
过夜	1	3
收罗	1	1
严严实实	1	1
恶	1	1
足	1	2
印	2	2
时刻表	1	1
觉察	1	1
村子	1	1
在 床 上	1	1
英 里	1	1
句	1	1
点 灯	1	1
大家	1	3
揣	1	1
无力	2	2
房顶	1	1
损害	1	1
木制	1	1
建筑	1	1
谈	1	5
另	2	7
效果	1	1
精神 恍惚	1	1
留意	1	1
线索	2	4
遭殃	1	1
审判	1	1
交往	1	1
名门	1	1
景色	1	3
看看	2	7
以外	1	7
那些	1	18
打扰	1	1
大口	1	2
遭受	1	1
始终	1	1
遥指	1	1
转动	1	2
等候	2	3
可爱	1	1
这时	1	8
躯体	1	1
路程	1	1
看 一 看	1	2
发生	5	18
回电	2	5
隔	1	1
敲门声	1	1
非命	1	1
稍加	1	1
柄	1	1
抬起	1	2
雇	1	3
一开始	1	1
符合	1	1
下	6	12
如	1	1
白皙	1	1
清晰	2	2
开启	1	1
结婚 前	1	1
最	1	32
糊涂	1	1
惊异	1	1
五	2	8
难住	1	1
调查庭	1	1
抽 烟	1	1
确定	3	4
设下	1	1
殷勤	1	1
四周围	1	1
一下子	1	2
必须 的	1	1
至少	2	8
适合	1	1
沮丧	3	4
变	3	3
毫	1	8
微不足道	1	1
花	4	4
最 大	1	1
可能性 大	1	1
一 看	1	1
生命	2	2
墙 角	1	1
指点	1	1
听出	1	2
太阳光	1	1
外面	3	6
鬓	1	1
惩处	1	1
行驶	1	3
有理	1	1
顺序	1	4
说明	6	12
迫切	1	1
眨	1	2
撬	1	1
密切 注视	1	1
说服	1	1
平淡	1	1
软软	1	1
便 袍	1	2
无赖	1	1
口	2	2
认清	1	1
化学	1	3
至多	1	1
出面	1	1
折磨	2	3
楼梯	1	1
端坐	1	2
接到	1	2
走过	1	1
缺	1	2
效劳	1	2
黑色	1	5
案	1	1
久久	1	1
谣言	1	2
可怕	4	14
独生子	1	1
惊叫	1	1
仍然	1	2
关系 到	1	1
变故	1	1
早饭	1	1
纵身	1	1
只	3	54
跟前	1	1
白色	1	1
刚	1	8
检验	1	1
宣布	1	1
一 系列	1	1
话	3	31
如今	1	2
枕头	1	1
敢	2	8
祖先	1	1
加以	1	2
脾气	1	2
喊声	1	1
保管	1	1
可以 接受	1	1
手提包	1	4
捡	1	1
许多	2	5
一…就	1	1
后	3	10
新	3	17
相连	1	1
地	2	2
底边	1	1
疑问	1	2
重	2	4
条	1	16
养	1	2
粉笔	1	3
圆凳	1	1
窗	2	12
繁荣 昌盛	1	1
继 父	1	1
引起	3	9
头发	1	4
控制	2	2
忙	1	1
桌子	1	4
种	1	42
风趣	2	2
一 辈子	1	1
车夫	1	1
纯粹	1	1
南非	1	3
罗网	1	1
遭到	3	5
子嗣	1	1
苟延残喘	1	1
郡	2	5
工具 房	1	2
烧开	1	1
陡	1	1
单	2	2
高高	2	2
聚居	1	1
桥梁	1	1
笔记	1	1
凿通	1	1
处分	1	1
花蕊	1	1
绑腿	1	1
造成	1	2
幅	1	1
钦佩	1	1
完	1	5
叫 了 一 声	1	1
邸宅	1	10
苏醒	1	1
去掉	1	1
吵 架	1	1
瘦长	1	2
农民	1	1
纯朴	1	1
回信	1	1
发黄	1	1
个性	1	1
那么	3	29
邮车	1	1
神速	1	1
火药	1	8
下去	1	1
非	2	3
神经质	2	2
直接	3	3
同样	3	3
靠	2	7
破坏	2	2
洁白	1	1
咱们	1	23
袖口	1	1
确实	3	9
魁伟	1	1
冷	1	3
经纬	1	1
铅笔画	1	1
条件	2	3
睡着	1	3
最后面	1	1
容易	2	3
腰	1	1
东	1	1
石头	2	2
门锁	1	3
完成	2	2
各 种 形式	1	1
开始	2	9
谁	1	14
召唤	1	2
体格	1	1
可	2	7
直觉	1	1
案例簿	1	1
拨给	1	1
方向	1	1
壁炉	1	3
辆	1	6
矗立	1	2
熏	1	1
调查 工作	1	1
到	4	50
荣幸	2	3
盘踞	1	1
价格	1	1
情景	1	4
早期	1	1
来	8	80
听从	2	3
敏捷	2	2
照样	1	2
问问	1	1
纽带	1	1
墨黑	1	1
警方	1	1
披巾	1	1
严厉	2	2
小 树林 中	1	1
寄给	1	2
宽敞	1	1
材料	2	6
这里	2	17
罪行	1	2
响起	1	1
有些	1	4
打 结	1	1
简短	1	1
图案	1	1
遮	1	1
充分	1	4
悲剧性	1	1
来访	1	1
狡猾	1	3
无	1	8
搭救	1	1
英国	2	10
平常 的	1	4
严峻	1	2
恢复	3	5
床边	1	3
忍受	1	1
家业	1	1
心爱	1	1
坠落	1	1
加热	1	1
一般	5	10
跨过	1	1
上路	1	1
手臂	1	2
为	1	2
必定	1	3
裹	1	1
结局	2	3
正午	1	1
木板	1	4
歧途	1	1
﻿斑点	1	1
听到	3	27
继续 前进	1	1
希望	6	12
突然	5	17
坐	3	25
天亮	1	1
狂叫	1	1
徒劳	1	1
精神 错乱	1	1
疑虑	1	1
急着	1	1
不 准	1	1
探讨	1	1
孟加拉	1	1
身穿	1	2
上月	1	1
缠磨	1	1
同行	1	1
方塔形	1	1
故事	1	2
昨天	1	3
明显	2	3
牢	1	1
搞	2	3
白费	1	1
用尽	1	1
未	2	2
桌边	1	1
附在	1	1
插曲	1	1
帮忙	1	1
威尔顿 地毯	1	1
神色	1	1
心情 轻松	1	1
途中	1	1
做样子	1	1
马场 村 庄园	1	1
势	1	1
清秀	1	1
觉	1	1
煤油	1	1
响遍	1	1
双 轮	1	1
英伦	1	2
不 行	1	1
基础	1	2
其余	1	1
搬走	1	1
铁杠	1	1
有 帮助	1	1
一边...一边...	1	2
家族	1	8
爱	3	6
早上	1	10
拜访	1	3
旁	1	4
流苏	1	1
愚笨	1	1
上前	1	2
楼下	1	2
凝视	2	2
胡说	1	1
讲讲	1	1
走廊	1	1
严重	3	3
引诱	1	1
失敬	1	1
刑罪	1	1
研究	2	5
少将	1	1
小事	2	3
合适	2	3
奥妙	1	1
踪影	1	1
藤	1	1
巴拿马 草帽	1	1
弧形	1	1
努力	2	2
委托	1	1
无形	1	1
沉默	3	4
物证	1	1
道理	1	1
回避	1	1
吹	1	3
好笑	1	1
最近	1	1
打发	1	1
同伴	1	3
制服	1	1
开口	1	1
当儿	1	1
扭	1	1
一 个	5	75
闻到	2	3
建立	1	1
抓紧	2	2
脚指	1	1
从	1	3
遥望	1	1
鼻子	1	1
飞快	1	1
给予	1	1
来往	1	1
萨里郡	1	2
有	8	184
长期	1	3
都市	1	1
开往	1	2
姓名	1	1
必要	2	3
适应	1	1
自杀	1	1
内	2	2
绯红	1	1
前额	1	1
吹口哨	1	2
央求	1	1
准备 好	1	3
并不	1	5
果真	1	1
直爽	1	2
当成	1	1
当地	1	1
相通	1	1
掉换	1	1
伤势	1	1
近乎	1	2
头	6	19
在一起	1	1
睁大 眼睛	1	1
不管 怎样	1	1
跑到	1	1
立刻	3	7
代替	1	1
朝上	1	1
计算	1	1
银	2	3
充满	2	4
还是	2	8
写	2	20
明确	1	1
忘掉	1	1
成为	1	2
挪	2	2
穿	3	12
当年	1	1
哨声	1	2
留下	3	4
罢休	1	1
遗赠	1	1
驱车	1	1
震惊	1	1
细长	1	3
马倌	1	5
经过	4	10
事情	4	20
阻止	2	2
甩脱	1	1
添上	1	4
看错	1	1
逃到	1	1
一路	1	1
消除	1	1
从此	1	1
赌棍	1	1
幼稚	1	1
提到	1	6
负责	1	3
满足	3	3
积累	1	1
力量	2	2
以后	2	17
份上	1	1
桌	1	9
好 极 了	1	1
隅	1	2
回头	1	1
有 系统	1	1
足以	1	2
预定	1	1
女冠冕	1	1
濒临	1	1
里	3	112
里头	1	1
滑稽	1	3
虎口	1	3
钥匙	1	2
阿米塔奇	1	1
古怪 的	1	1
答应	1	1
家具	1	2
沉思	2	3
灰色	1	3
步行	2	2
换换 脑筋	1	1
一 点	1	1
可以 理解	1	1
翘起	1	1
袒护	1	1
油	1	1
医学	1	1
套住	1	1
探身	1	1
记号	1	1
离奇	1	3
直言	1	1
顺	1	4
料到	1	1
狂风 怒吼	1	1
一百六十	1	1
搪塞	1	1
忧心忡忡	1	1
至于	1	1
诺威奇	1	3
灌下	1	1
争吵	2	2
筋疲力尽	1	1
作恶多端	1	1
拾起	1	1
树叶	1	1
空中	2	2
柳条	1	1
门铃	1	3
周到	1	1
少年	1	1
愚蠢	1	1
喊道	1	1
爬	2	3
放手	1	1
出	2	5
气味	1	3
出事	1	2
整整	1	1
说	5	191
鹰钩鼻	1	1
另外	2	3
颇	1	1
后来	1	9
邮票	1	1
多数	1	1
混为 一 谈	1	1
含义	1	1
记忆	1	1
中	4	63
受惊	1	1
回 到	1	1
解答	1	2
菲薄	1	1
跌倒	1	1
夫妻	2	3
这么	3	11
摆开	1	1
容	2	2
做法	1	1
约束	1	1
奄奄一息	1	1
形	1	1
全神贯注	2	2
关	3	4
铐	1	1
花瓣	1	2
嘴	1	1
冒 险	1	1
很	3	99
逐	1	1
邻近	1	1
脱 鞋	1	1
危险	5	11
发疯	1	2
硬	1	1
非常 危险	1	1
复原	1	1
墙壁	1	3
顺手	2	2
陷于	1	1
凶	1	3
无奇	1	1
接受	2	2
不得不	2	3
死去	2	2
谋害	1	1
报复	1	1
次数	1	4
遗传性	1	1
管	1	2
自己	3	46
签上	1	1
住宿	1	1
报告	1	1
抛弃	1	1
对面	1	2
从 不	1	1
幽	1	1
吩咐	2	3
每	2	6
照实	1	1
怜悯	1	1
橡皮圈	1	1
昂然	1	1
根本	1	1
不错	2	3
控告	1	1
制裁	1	1
先生	2	47
进来	1	3
订婚	1	1
坚强	1	1
死亡	3	3
白	1	3
帐篷	1	1
照射	1	1
位	2	44
恶心	1	1
蠕动	1	1
本人	1	1
背影	1	1
半 小时	1	1
永远	1	1
取笑	1	1
结婚	1	13
赶车	1	1
在 家里	1	1
不屑一顾	1	1
头疼	1	1
荆棘	1	1
男人	2	2
首先	1	5
低垂	1	1
怒吼	1	1
伴侣	1	1
造	1	1
什么	3	77
深夜	1	2
再	8	33
年轻	1	5
一 周	1	1
明天	1	3
儿子	1	1
七 个	1	1
打量	1	2
告诉	4	23
盼望	1	1
衣袋	1	1
格里姆斯比·罗伊洛特	1	8
处境	1	1
听听	1	1
铃拉绳	1	1
信任	2	2
富有	1	2
糟透	1	1
到 这里	1	2
英里	2	2
责任	2	2
拽	1	1
一点	4	10
够	2	8
各 种	1	5
交叉	1	1
一模一样	1	1
在 夜里	1	1
浪荡	1	1
曾经	1	6
直 到	2	3
外科	1	2
出去	2	9
开 着	1	2
盛怒	1	1
站起身	1	1
朋友	5	23
框	1	3
图	1	2
注意 到	1	1
在 现场	1	1
高声	1	1
记	1	1
摸黑	1	1
寻求	1	1
胜	1	1
平通	1	1
一 对	1	2
她	2	222
开 玩笑	1	1
灯光	1	4
暴戾	1	1
夜	1	4
毫无疑问	1	1
收回	1	1
望去	1	1
上级	1	1
站长	1	2
听取	1	1
呆	2	6
女王	1	1
外界	1	1
彻底	2	4
有力	1	1
几个	1	1
沉溺	1	1
打结	1	1
个	1	247
一阵子	1	1
目不转睛	1	1
床头	1	2
这	2	296
银色	1	1
要	6	52
不 了解	1	1
经受	1	1
不同	1	2
孤单	1	1
并	2	6
今天	2	10
眼 中	1	1
眉头	1	1
遗留	1	1
脚步声	1	1
年龄	1	1
荒唐	1	1
夹杂	1	1
股	1	2
提前	1	1
惊奇	1	1
惊呆	1	1
那儿	1	19
停止	1	1
海	1	1
言犹未尽	1	1
请	3	18
猛然	1	1
圆柱	1	1
老年人	1	1
职业	1	2
直	1	1
碰到	1	3
酷似	1	1
绝对	1	1
大踏步 走	1	1
悲剧	1	3
不 停	1	1
螺钉	1	2
彻底 检查	1	1
爆炸	1	2
结尾	2	2
刷掉	1	1
答话	1	1
数字	1	1
巡视	1	1
圈套	1	1
隐约	1	1
听 起来	1	2
训练	1	1
愤怒	1	1
指出	1	1
火柴盒	1	1
样式	1	1
特权	1	1
忘恩负义	1	1
已故	1	1
恨	1	1
奇怪	2	10
侧	3	5
送 给	1	1
刑法	1	1
恐怕	1	1
现在	6	42
仿佛	3	7
挣脱	1	1
妙	1	3
正前方	1	1
茂密	1	1
迎接	1	1
赶上	1	1
意义	1	1
朝向	2	3
坚持	1	1
因素	1	1
抽 打	1	1
猜想	1	2
厚	1	2
山墙	1	5
灌木	1	1
犯人	1	3
心	1	8
援助	1	1
猎鞭	1	2
逗留	1	1
红色	1	1
异乎寻常	1	2
谈起	1	1
睡 懒觉	1	1
挥舞	1	1
确切	2	2
奔跑	1	1
里边	1	2
渐趋	1	1
左侧	1	1
抓住	3	4
哀鸣	1	1
有趣	3	7
歹徒	1	1
灌木 丛	1	1
结 婚	1	2
刷白	1	1
种植园	1	3
一八八三年	1	1
周	1	1
声响	1	1
名叫	1	2
尽	3	4
上面	3	10
光明	1	1
狂风	1	1
在 后	1	1
苛刻	1	1
陷坑	1	1
搬动	1	1
土耳其	1	1
通过	2	2
自命不凡	1	1
带给	1	1
小时	1	5
双眸	1	1
少见	1	1
拿	1	5
万分	1	3
煞白	1	1
固定	2	3
丛林	1	1
放弃	1	1
在 后面	1	1
蓦地	1	1
拥抱	1	1
呆徒	1	1
相距	1	1
高兴	3	7
乱	2	2
恕我 直言	1	1
劳役	1	1
当作	1	1
癫狂	1	1
莫名 奇妙	1	1
付	1	1
一直	2	19
家	4	21
不致	1	1
立	1	1
几千万	1	1
结	1	2
就 位	1	1
而且	1	14
未 老 先 衰	1	1
付诸	1	1
ａ	1	1
转移	1	1
流露	1	1
位置	1	1
倒立	1	1
放开	1	1
为什么	1	7
改动	1	1
凉爽	1	1
栎木	1	1
看来	2	6
救	1	4
显而易见 的	1	1
试管	1	4
偶然	3	3
罪魁祸首	1	1
邪恶	2	2
脸色	2	5
分析	3	6
摸索	1	1
简直	2	3
女儿	1	1
叫喊	1	4
解除	2	2
致命	1	1
潦草	2	2
无效	1	1
庄园	2	7
扑	1	1
目光	1	2
蒙	1	2
熟悉	2	2
上下	1	1
火柴棍	1	1
东 海岸	1	1
草里	1	1
词	2	5
眼见	1	2
技术性	1	1
睡梦	1	2
谢谢 你	1	1
腕子	1	1
衣着	1	1
有生 以来	1	1
值得 注意	1	1
讲得	1	1
爆发	1	1
略	1	1
开	6	16
情绪	1	1
使命	1	1
神情	1	2
不一会儿	1	2
老朽	1	1
蠢动	1	1
木头	1	1
活 着	1	1
头巾	1	1
修缮	2	3
干净	1	1
侦探	2	2
雪茄	1	3
权利	2	2
青苔	1	1
劈啪 作响	1	1
手劲	1	1
乡绅	1	1
远处	1	1
出来	3	25
一边	1	5
花萼	1	1
进行	3	7
梳妆台	1	1
曾	1	1
打枪	1	1
特别 的	1	2
她们	2	14
阵子	1	1
通	2	3
万恶	1	1
本领	1	1
端	1	1
陈设	1	1
白发苍苍	1	1
边	4	13
强烈	2	4
六十	1	1
叙述	3	4
一 整 天	1	1
迅即	1	1
自由 自在	1	1
走来走去	1	2
小心点	1	1
袖子	1	1
冲进屋	1	1
印出	1	1
英文	1	2
点 点头	1	1
决心	1	1
堕入	1	1
开头	1	1
休息	2	2
茫然	1	1
残破	1	1
提	2	5
置疑	1	1
丛	1	1
站 起来	1	1
池	1	5
单词	1	4
本地	1	1
忘记	1	1
扔	3	7
刮	1	1
二十	1	2
格外	1	1
害	1	1
归来	1	1
男仆	1	2
猛	1	1
女	2	8
鳄鱼	1	1
憔悴	1	3
懂得	1	2
疲倦	1	1
更	1	11
紫色	1	1
近	2	4
强健	1	1
好心	1	1
里丁	1	1
冒昧	1	1
要求	2	3
生活	2	8
那末	1	3
恶作剧	2	2
做出	1	2
来来 回回	1	1
罩	1	1
发挥	1	1
指痕	1	1
被 包围	1	1
状态	1	1
姐妹	1	3
团	2	2
变得	2	3
深陷	1	2
盏	1	3
可取	1	1
低	2	2
估计	2	2
衰	1	1
过来	1	4
瘦	1	1
泥土	2	2
感到 满意	1	1
排	1	1
粗浅	1	1
跟踪	2	5
闪现	1	1
保护	2	2
闻名	1	1
据	1	1
凶手	1	5
有力 的	1	1
声誉	2	2
越来越	1	2
一	3	430
一块儿	1	1
无法 解释	1	1
遗赠 给	1	1
正确	2	3
扼要	1	1
对	5	8
有点	2	4
不幸 的	2	2
凌晨	1	2
麻烦	2	2
撞	1	2
下落	1	1
分钟	1	5
道破	1	1
判断	2	3
从来 没 有	1	1
原样	1	1
那时	2	2
死者	1	1
咆哮声	1	1
等	3	11
前方	1	1
伤	2	5
防止	1	2
时期	2	2
彪形 大汉	1	1
黑夜	1	1
之间	1	2
查看	1	1
来回	1	2
搭扣	1	1
监狱	1	1
医术	1	1
偶尔	1	2
寓所	1	1
不 能	1	1
还 有	2	3
仅仅	2	4
叫醒	1	3
存在	2	2
继续 下去	1	1
剧痛	1	1
显而易见	2	2
左	2	2
整	1	1
收到	1	1
嫩枝	1	1
活	1	1
过早	1	1
纸	3	8
口哨	1	1
星期	2	5
短期	1	1
轻松	1	1
女士	1	8
能	1	6
联想	1	1
对头	1	1
皮	1	1
萨里	1	1
开走	1	1
驶	1	1
黄	1	1
看透	1	1
锁上	2	2
留	1	2
作客	1	1
失火	1	1
缔结	1	1
想到	1	4
脚印	1	2
系列	1	1
完全 不同	1	1
冗长	2	2
真相	1	1
令	1	5
呼喊	1	1
左 手	1	1
丘比特	2	5
宽	1	2
膝	1	1
常常	1	1
可疑	1	1
交	1	1
锁环	1	1
守	1	1
结构	1	1
破碎	1	1
走到	1	4
认为	5	15
奶	1	2
角	1	2
望	1	6
哈哈大笑	1	1
皱 眉头	1	1
最后 的	1	2
深灰	1	1
小声 说	1	1
幸气	1	1
英国 银行	1	1
摇 头	1	1
农庄	1	1
贴	1	1
芝加哥	1	3
暴跳如雷	1	1
因而	1	1
感到 意外	1	1
更加	1	4
微笑	1	1
指	3	7
世界	1	2
习惯 了	1	1
带	7	20
想要	3	3
美国人	1	5
咆哮	1	1
支配	1	1
猛禽	1	1
通向	1	1
佣人	1	4
推论	2	3
倒下	1	1
斑白	1	1
图形	1	2
照办	1	1
碎	1	1
户外	1	1
简单	1	7
买 通	1	1
刚刚	2	2
安置	1	1
宠爱 的	1	1
钻出	1	1
卷	1	1
受 不 了	1	2
人影	1	1
检查	5	18
向	1	1
揍	1	1
动	2	3
印象	1	1
小 路	1	4
大门	1	2
打 电报	1	1
无从	1	1
不论	1	2
总	2	5
顺利	1	1
满 的	1	1
失望	1	1
出丑	1	1
就 是	1	7
口气	1	1
当初	1	1
怪物	1	1
获得	1	1
要点	1	1
行军床	1	1
年迈	1	1
不幸 的 事	1	1
天花板	1	2
左臂	1	1
继女	1	3
一连	1	2
明说	1	1
有 意义	1	1
击中	1	1
溜	1	1
夺去	1	1
后裔	1	1
忽	1	1
呆头呆脑	1	1
钻过	1	1
办事	1	1
只是	1	6
准确	1	1
保险柜	1	6
组合	1	4
英寸	1	1
地主	1	1
严严	1	1
用途	1	1
潦倒	1	1
怎么回事	1	1
阵	1	1
一起	4	10
爬虫	1	1
购买	1	1
临头	1	1
嘶嘶	1	1
目的	1	1
明白	2	6
书架	1	1
天	3	29
悄悄 地	1	2
违警罪法庭	1	1
帮	4	6
孤寂	1	1
钟头	1	1
一 些	1	1
好吧	1	1
雨点	1	1
缺陷	1	2
提供	1	1
似	1	5
信	1	22
薰香	1	2
逃走	1	3
然后	3	15
心神不安	1	1
而	1	2
第二	1	8
坐坐	1	1
垂	2	5
沉寂 下来	1	1
抱住	1	2
妨害	1	1
蝰蛇	1	1
字	1	1
室内	1	3
冠毛	1	1
彼此	1	1
看样子	1	1
盼	1	2
例如	1	1
喃喃	1	1
听 见	1	2
监禁	1	2
亲爱	1	3
前往	1	1
丑陋	1	1
午后	1	1
咽气	1	1
传来	3	3
几时	1	1
担心	2	5
声	2	8
身子	1	2
挖	1	1
闩	1	1
看见	3	20
咖啡	1	1
也许	1	16
寄	1	1
老虎钳	1	1
仔细 检查	1	1
属于	1	1
准	1	2
事件	2	3
外	3	6
可以	1	1
四周	1	3
听见	1	3
横楣	1	1
妇女	1	1
圈	3	3
答案	1	2
一 笔 钱	1	1
箍	1	1
耳房	1	3
化合物	1	1
看起来	1	1
支票簿	1	1
斑点	1	3
料理	1	1
逼得	1	1
乘	1	2
小心	2	2
原因	3	7
了结	1	1
饭后	1	1
坏	1	1
吐露	1	1
书房	1	8
扭动	1	2
嚷	1	1
一声不响	1	2
手	1	35
凄惨	1	1
二百 年	1	1
数目	1	1
牛奶	1	2
有如	1	1
眼睛	1	19
一 次	3	4
林荫道	1	1
继续 讲 下去	1	1
家里	2	2
密码	2	2
金矿	1	1
允许	3	4
发怒	1	1
登记处	1	1
理解	1	3
地址	2	2
水壶	1	1
断	1	1
得出	1	5
地位	1	2
人物	1	1
台球	1	2
投资	2	3
弄	2	3
令 人 恶心	1	1
被 固定	1	1
烧焦	1	1
一 连串	1	1
回来	2	6
怪诞	1	1
走近	1	1
极	2	8
丛生	1	1
清楚	3	10
派	1	1
望而生畏	1	1
搜寻	1	1
伸长	1	1
不然	1	2
回声	1	1
撒克逊	1	1
诺福克	1	13
企图	1	1
碰撞	2	2
型	1	1
几	1	23
每 天	1	3
比较	1	2
现场	1	2
有关	2	5
工作	4	7
推想	1	1
还	5	55
穿过	1	1
来客	1	1
迈 着 大 步 走	1	1
张开	1	1
合住	1	1
平常	1	4
在 这里	1	1
抹	1	1
竟然	1	1
赢	1	1
起居室	1	5
那	4	197
吸引	2	2
一清早	1	1
跟着	1	1
支	1	6
不如	1	1
其他	1	2
玩弄	1	1
昂首阔步	1	1
不解	1	1
旋转	1	1
真诚	1	1
特别是	1	1
口哨声	1	5
不祥	1	1
拖鞋	1	1
装上	1	2
下午	1	3
耳朵	1	4
轻轻	3	6
领	2	3
庄稼汉	1	1
毕露	1	1
举起	2	2
打伤	1	2
眼光 敏锐	1	1
叮嘱	1	1
体面	2	2
单身汉	1	1
本性	1	1
安慰	1	2
周围	1	1
似乎	1	10
听众	1	1
拿 着	1	1
毛骨悚然	1	1
好	13	35
爱莫能助	1	1
无 意义	1	1
牲口	1	1
相仿	1	1
小孩	1	2
姨妈	1	3
狠狠	2	2
院子	1	1
人员	1	1
梦乡	1	1
记起	1	1
可是	3	32
起	2	6
下面	2	5
逐渐	1	1
干预	1	1
狒狒	1	4
客人	1	6
打算	2	4
开口式	1	1
赶快	2	2
根	1	20
到处	3	3
厌烦	1	1
一向	1	1
刚好	1	4
精疲力尽	1	1
大兴土木	1	1
看懂	1	2
高大	1	3
学	1	1
搔	1	1
阴谋	1	1
嘶哑	1	2
左轮手枪	1	2
鸟	1	2
大概	3	4
孤	1	1
处罚	1	1
细心	1	1
东方式	1	1
口哨 声	1	1
属	1	1
进入	1	3
肩	1	1
摄政 时期	1	1
不 通风	1	1
照	3	7
样	1	2
到底	1	1
宠物	1	1
溢出	1	1
睁	1	1
窟窿	1	1
方面	2	5
扭过	1	1
脚	1	3
失意	1	1
状	1	1
法兰绒	1	1
坍陷	1	1
落	2	3
笔记本	2	2
投到	1	1
纪念	1	1
象征	1	1
怪	3	4
喊	1	1
记事本	1	1
步骤	1	2
实话	1	1
先前	1	2
炉火	1	2
握	1	7
雾气	1	1
尽量	1	1
慢慢	1	2
开业	1	1
共同	3	3
坟墓	1	1
蜷着	1	1
划	1	2
悲惨	1	1
勇敢	1	1
注意	5	12
不 平常	1	3
鞭子	2	7
把 手	1	1
看 在 ... 的 份上	1	1
左轮	1	5
交谈	1	1
人们	1	3
推顶器	1	1
妨碍	1	1
接着	3	11
叹息	1	1
一切	2	19
吊	1	3
实际	1	1
不 理	1	1
对极 了	1	2
椅	1	3
面 前	1	2
东安 格利亚	1	1
学生	1	1
时刻	1	3
此时	1	1
热带	1	1
穿 过	2	2
想出	1	1
跑掉	1	1
褪 色	1	1
步	2	3
头子	1	1
找遍	1	1
随手	2	3
理由	3	4
即位	1	1
尾声	1	1
远	2	4
对准	1	2
床罩	1	1
幢	1	1
房子	1	10
名片	1	1
移动	4	4
多	6	20
改变	1	2
字母	1	15
亲近	1	1
费用	1	1
明亮	1	2
外科 医生	1	2
独一无二	1	1
起因	1	1
得到	2	6
作用	2	3
凭	1	2
不 宽容	1	1
仰靠	1	1
牙刷	1	1
兴趣	1	2
相当	2	2
劝诱	1	1
纽约	1	1
尖声	1	1
你们	2	23
遭遇	1	1
觉得	4	15
欠	1	1
绳	1	1
关着	1	1
凶光	1	1
不至于	1	1
横	1	1
作声	1	1
挚友	1	1
说起	1	1
引导	1	2
大致	1	1
准备	3	7
幌子	1	1
从来 没有	2	6
忐忑不安	1	1
个个	1	1
豢养	1	2
老式	1	3
以前	3	13
罕见	1	1
翡翠	1	1
资本	1	1
连续	1	1
白天	1	4
言说	1	1
大声	1	9
喂	1	1
年久失修	1	2
用作	1	1
凑	1	1
教授	1	1
法子	1	2
快	2	8
班	1	1
