Lemma	Senses	Freq
memanjang	1	1
tapak	1	1
mendekam	1	1
dibiarkan	1	1
pergelangan tangan	1	2
mulut	2	2
tempati	1	3
segala	1	1
klien	2	2
kubangan	1	1
pukuli	1	1
ketahui	1	2
ajal	1	3
warna hitam	1	2
menduga	1	1
membangunkan	1	4
menyingkir	1	1
pekikan	1	2
pagi	1	11
duduk	3	15
baju	1	1
menghindar	1	2
lihat	3	22
matikan	1	2
mendekat	2	2
kengerian	2	2
memasuki	1	5
bebas	1	3
tahun	1	13
daerah	1	1
sedikit	5	9
pukul	1	2
cahaya lampu	1	2
cat	1	1
keganjilan	1	1
ruangan	1	9
asap	1	1
bening	1	1
cambuk	1	7
tergantung	2	5
bisikan	1	1
peristiwa	3	3
menghadapi	1	1
tersungkur	1	1
muram	1	1
mangsa	1	1
pendek	1	2
engsel	1	1
sekilas cahaya	1	1
dukung	1	1
topang	1	1
adanya	1	3
sepanjang	1	3
rekan	1	1
banyak	3	12
sibuk	1	1
dengan teliti	1	2
bintik-bintik	1	5
rapat	1	1
jatah	1	1
mengizinkan	1	2
merasa	1	4
pikiran	1	2
pakaian tidur	1	2
pelan	1	2
tegang	1	1
teror	1	1
tali	1	16
anda	1	91
tengah hari	1	2
kita	1	28
sedikit pun	2	3
bermacam-macam	1	1
gantungkan	1	1
hektar	1	1
perbuatan	1	1
padam	1	1
diam-diam	1	1
kencang	1	1
utama	1	1
kembali	3	24
menjulurkan	1	1
ventilasi	1	17
laksana	1	1
berlawanan	1	1
menurun	1	1
berat	2	3
-ku	1	66
bergelayut	1	2
merupakan	3	3
pasti	5	15
kimia	1	1
lesu	1	1
wanita	3	18
mendapat	3	4
ya	3	22
dapatkan	1	1
izinkan	1	4
melakukan	5	7
sepuluh	1	1
diam	2	2
datang	5	6
macam	3	3
kekuatan	1	1
sebelah	3	11
mendengarkan	1	3
bingung	1	1
sesekali	1	2
awas	1	1
ciri-ciri	1	1
kuburan	1	1
sempoyongan	1	1
tadi	1	26
semua	2	2
manusia	1	1
memahami	1	1
cerobong asap	1	2
siksaan	1	1
nyaris	1	1
buktikan	1	2
mana pun	1	1
pasangi	1	1
siulan	1	10
perkenalan	1	1
menuruti	1	1
membelok	1	1
tepat	2	8
pertanda	1	1
angkatan	1	1
madam	1	2
namun demikian	1	1
pendosa	1	2
sana-sini	1	1
sebab	1	4
makan	1	1
panas	1	1
angkatan laut	1	1
jaket	1	1
air	2	3
menandakan	1	1
hubungkan	1	1
tusukan	1	1
ibu	1	7
memutar	1	1
senang	1	1
menemui ajal	1	3
mengetahui	1	1
angin ribut	1	1
yakin	5	11
semerbak	1	1
keadaan tegang	1	1
kegelapan	3	10
anggota	1	1
terasa	1	1
seperempat jam	1	2
serius	2	2
cuaca	1	2
waktu	5	13
tidak terhitung	1	1
dinasti	1	1
padanya	1	2
penuh	3	8
menyaksikan	1	2
warisan	2	2
pekerjaan	3	3
lawatan	1	1
nomor	1	1
uap	1	1
kiri	1	5
helaan	1	1
mau	4	10
kurang	2	3
sana	2	14
pipih	1	1
jalanan	1	1
nihil	1	1
tinggal	9	16
pisau	1	1
mengabarkan	1	1
bicarakan	1	1
buru	1	2
arti	1	2
tidak mudah	1	1
kecil	2	16
tanaman	1	1
sang	1	12
ambil	2	2
putih	3	7
pernah	4	24
seperempat	1	3
semacam	1	2
