Lemma	Senses	Freq
草木	1	1
活動	1	1
答え	2	2
快癒	1	1
問題	5	10
さよう	1	1
主張	1	1
考え出す	1	1
耳障り	1	1
蛙	1	1
その通り	1	1
つまらない	2	4
大急ぎ	1	1
権利	1	1
じわじわ	1	1
口	2	6
化学	1	3
先週	2	2
いただく	1	1
現在 の	1	2
即座 に	1	1
悪名 高い	1	1
真実	1	1
歳	2	2
付け足す	1	1
指示	1	1
通り抜ける	1	1
六月	1	1
農園	1	3
背景	1	1
その間	1	1
しばる	1	1
似通う	1	1
体躯	1	1
応接間	1	2
挑む	1	1
ほど	1	1
そして	1	15
湿った	1	1
傾ける	1	1
こじ開ける	1	1
青白い	1	1
さあ	1	1
天気	2	2
閑静	1	1
新	1	1
時代	1	1
書斎	1	7
地	1	1
簿	1	1
やってくる	1	4
真夜中	1	1
協力	2	2
手伝い	1	1
日除け	1	1
わたくし	1	3
考え込む	1	3
Ｎ	1	2
変	2	2
疑い	4	6
素朴	1	1
程度	1	1
力が抜ける	1	1
素直 に	1	1
ありのまま	1	1
足場	1	1
三	2	15
下す	1	1
引き出し	1	1
爬虫類	1	1
二百	1	1
訊ねる	2	7
平均	1	1
背後	1	1
怒り	1	1
お手伝い	1	1
覚え	1	1
幅	1	1
邸宅	1	2
無数	1	1
八	1	2
場所	3	5
小さな	1	11
大きい	2	8
不吉	1	3
苦しむ	2	2
楽しむ	1	1
深い	8	10
旦那	1	6
これら	1	7
笑い声	1	1
直接	2	2
打ちつける	1	2
まん中	1	3
下げる	1	1
結構	1	2
新た	3	5
逃れる	1	1
無暗	1	1
困る	1	1
人口	1	1
ぜひ	1	2
常に	1	1
うまい	1	1
眺め	1	1
英語	1	2
合わせる	2	3
条件	1	1
不器用	2	2
容易	1	2
いったい	1	4
なるほど	1	1
もの	7	59
どうか	1	6
あと	3	8
躍る	1	1
完成	1	1
あいだ	1	2
罪滅ぼし	1	1
比較的	1	1
好い	1	2
時刻	1	1
垣	1	1
組織	1	1
検査	2	2
末裔	1	1
吹き出す	1	1
大した	2	2
教える	4	4
消印	1	1
押し	1	1
あちら	1	3
テニス	1	1
区切る	1	2
向こう	1	1
下ろす	1	2
のぞきこむ	1	1
脅し	1	1
訪れる	1	1
実際	3	4
子ども	1	5
つくる	1	1
青い	1	2
調べる	4	18
馬番	1	1
探す	1	3
実に	4	5
近寄る	1	3
取り乱す	1	1
ありのまま の	1	1
頑丈	1	1
最期	1	2
下	3	10
技術	1	1
五	2	9
確かめる	3	3
むごい	2	2
以前	3	5
英国	1	2
とても	2	8
線	1	2
前 に	3	3
醜い	1	1
広がる	2	3
引きずる	1	1
懲役	1	1
いかが	1	1
手 に 入れる	1	1
訊く	1	3
くる	2	3
本棚	1	1
もっとも	2	4
気が付く	1	1
最後	5	11
家政	1	2
机	1	8
物	1	1
突然	4	13
透き徹す	1	1
全然	1	1
二 週間	1	2
行動	2	2
あげる	1	1
任せる	3	4
狡猾	1	2
視線	1	1
観念	1	2
屋根	1	2
至極	1	1
保護	1	1
どうやら	2	3
つづける	1	1
証言	1	1
細心	1	2
狭い	1	2
一家	2	5
引き留める	1	1
刑務所	1	1
巨大	1	2
勢いよく	1	1
もう一度	1	2
書き物 机	1	1
一定 の	1	1
駆けつける	1	1
自	1	1
それに	1	2
隣り合わせ	1	1
古い	1	6
一目瞭然	1	1
あわてる	1	1
無駄 に	1	1
茨	1	1
氏	1	1
渡る	2	2
検分	1	1
コーヒー	1	1
恐しい	1	3
格好	1	2
家族	1	2
どっちにしても	1	1
責める	1	1
つま先	1	1
順位	1	1
前 へ	1	1
午後	1	4
時には	2	3
枕	1	1
テント	1	1
捻る	1	1
慣れる	1	1
よこす	1	1
私たち	1	6
真中	1	1
しゃべる	1	1
殺し	1	1
取り組む	2	2
くぼむ	1	1
名門	1	1
生き物	1	1
汚れる	1	1
心配	2	2
一興	1	1
最近	1	2
ラッパ	1	1
こんな	1	1
恐ろしい	4	15
踏み出す	1	1
万力	1	1
残り	2	2
ためし	1	1
実験 室	1	1
一語	1	1
親密	1	1
最後 に	1	3
あんた	1	6
邸	1	2
ありがとう	1	1
埋まる	1	1
必要	3	8
ひ弱	1	1
考える	9	24
刑事	1	1
近づける	1	1
僕ら	1	1
確か	6	10
そこ に	1	6
小道	2	3
縁 取る	1	1
膨らむ	1	1
余地	2	2
株	1	1
かなり	2	2
幸運 に	1	1
Ｖ	1	1
帳	1	2
向こう に	1	2
存じる	3	4
安心	2	2
筋	1	2
わけがない	1	1
つきまとう	1	1
見やる	1	1
用心	1	1
本当に	3	4
順番 に	1	1
お前	1	5
あまりに	1	2
代物	1	1
冒険	1	2
ふと	2	3
恐るべき	2	5
日付	1	1
正しい	3	4
感じる	5	9
責任 が ある	1	1
枝	1	2
込み入る	1	1
袖	1	1
わかる	9	27
暮らし	1	1
泥んこ	1	1
まばら	1	1
低い	2	7
馬車	1	15
借りる	3	3
博士	2	37
お手上げ	1	1
莫迦	1	1
二十	1	3
眼差し	1	1
下地	1	1
いずれ	3	4
家具	1	2
風景	1	1
呼ぶ	3	10
河	1	1
灰色	1	6
駐在所	1	1
その後	1	6
ありふれた	1	2
時	4	27
重い	2	2
続く	3	4
状態	3	3
鼠	1	1
科学	1	1
点ける	2	2
データ	1	2
油	1	1
医学	1	1
公表	1	1
難題	1	1
お 屋敷	1	2
後ろ	1	2
中身	1	1
横入り	1	1
有意義	1	1
様々	2	2
鶏冠	1	1
ながめ	1	1
マーティン	1	2
楽	1	1
発つ	1	1
踏みにじる	1	1
会見	1	1
住人	1	2
大 手術	1	1
物語る	1	1
届ける	1	1
熱烈 に	1	1
物事	1	1
走らせる	1	1
振り回す	2	2
三 度	1	2
述べる	1	1
参る	2	3
伴侶	1	1
なさる	1	3
送る	4	6
並び	1	1
罰	1	1
多数	1	1
異形	1	1
七	1	4
馬	1	2
中	3	34
親しい	1	2
やつれる	1	2
皆目	1	1
町	2	2
ほぼ	1	1
落ち着く	1	3
立派	1	1
一方	1	1
天井	1	2
動揺	1	2
黒	1	2
一瞬	1	3
石	1	1
四十	1	1
どうして	1	2
失う	1	3
進む	3	5
失礼	1	2
息	2	5
再 構成	1	1
やせる	1	1
娘	1	6
文章	2	4
玄関 先	1	1
サクソン	1	1
事態	1	3
その とき	1	6
間違い	2	5
おののき	1	1
よけい	1	1
熱い	1	1
静まり返る	1	1
魂	1	1
世紀	1	2
きる	1	2
鉄道	1	1
階段	1	2
自己	1	1
静けさ	1	3
とうとう	1	2
覚える	2	2
葉巻	1	2
霧	1	1
単純	2	4
以来	1	2
もっと	2	4
やつ	1	1
踏む	2	2
たどり着く	1	1
純粋	1	1
リ ド リング ・ ソープ 荘園	1	3
帰宅	1	2
先生	1	2
止まる	1	1
白	2	3
真似る	1	1
近所 に	1	1
そこで	1	4
気絶	1	1
ひと時	1	1
いよいよ	1	2
吹き込む	1	1
申す	3	4
鉄棒	1	1
弾倉	1	1
それから	1	9
叩きつける	1	1
揺れる	1	1
隙間	1	3
どれ	1	2
まずい	1	1
裂く	1	1
意識	1	5
海水浴 場	1	1
前 の	1	1
聞き入る	1	1
眠りにつく	1	2
がっしりとした	1	1
Ｔ	1	3
放っておく	1	1
Ｅ	1	4
ずいぶん	1	3
入念	1	1
興奮	2	3
ロウ	1	1
火薬	1	5
頬	1	1
はず	1	1
背 が 高い	1	3
おどかす	1	1
言い表す	1	1
表	1	2
さっと	2	3
苦しい	1	1
逸れる	1	1
医師	1	4
若白髪	1	1
腕組み	1	1
同時に	1	1
ボス	1	1
悩ます	1	1
機嫌	1	1
ほのめかす	1	1
書き手	1	1
かく も	1	1
よじのぼる	1	1
思い	1	1
北	2	2
記号	2	6
不思議	3	6
ふらふら	1	1
付き	1	3
池	1	13
上 に	1	1
でかい	1	1
あんなに	1	2
さびれる	1	2
おやじ	1	1
火曜日	1	1
長年	1	1
割れる	1	1
化け物	1	1
何とも云えない	1	2
写し	2	4
族	1	1
彼	2	56
下手人	1	1
そんな	1	4
きっと	2	8
義父	1	38
大声 で	1	1
表面	1	1
とめる	1	1
経験	1	1
浮く	1	1
この世	1	1
自殺	2	2
砲兵	1	1
月明かり	1	1
獰猛	1	1
メモ	1	1
実験	1	1
服	1	5
車	1	1
見いだす	1	1
ミルク	1	4
まぬがれる	1	1
一 日	1	1
箇所	1	1
蝶番	1	2
曲がる	1	1
返信	1	1
いたす	1	1
フィート	1	1
早速	1	6
まじめ	1	1
いつ でも	1	1
ローソク	1	1
者	2	11
君	1	46
階	1	3
追いやる	1	1
そのような	1	2
蒸気	1	1
切る	2	2
クリスマス	1	1
非常 に	1	4
数字	2	2
広い	1	1
今や	1	1
当たる	1	1
訓練	1	1
結果	3	7
消える	2	4
思召す	1	1
疑う	1	1
働き	1	1
やにわに	1	1
制服	1	1
筋道	1	2
異常	1	1
走る	3	9
順番	1	1
気が気でない	1	1
難なく	1	1
妙	3	5
立ち去る	2	3
気配	1	1
上	4	37
用いる	1	1
大きな	2	11
瀕死の	1	1
ただ	1	11
閉じる	1	1
ひょろ長い	1	1
水	1	2
太陽	1	1
自己紹介	1	1
組む	1	1
頭痛	1	1
まあ	2	2
壁 板	1	1
まったく	9	16
そのまま	1	1
犯人	1	5
心	2	6
それ	1	54
受け取る	1	2
もう	4	26
尽くす	1	1
軽率	1	1
裁判	2	2
病人	1	1
置き換える	1	1
部屋 着	1	2
勢い	1	1
きらきら	1	1
休む	1	1
予感	1	2
残念	1	1
あご	1	1
農作物	1	1
依頼	1	3
真っ青	1	1
立ち向かう	1	2
さながら	1	1
塗り	1	1
有利	1	1
戻す	1	2
現場	1	3
お金	1	3
逃げ出す	2	3
響かせる	1	1
微か	1	1
対比	1	1
潜む	1	1
固定	2	3
さすが	1	1
予想	1	1
蔽う	1	1
改心	1	1
頼り	1	1
両側	1	1
出立	1	1
遠い	1	2
ドア	1	2
家	4	19
見る	11	46
深刻	2	4
埋める	1	1
相手	1	2
食い止める	1	1
もちろん	2	8
王国	1	1
あえぐ	1	1
観察	1	1
移す	2	5
一枚噛む	1	1
防ぐ	1	1
紙	2	12
ぼうっと	1	1
事実	3	5
分析	2	3
間接	1	2
生成	1	1
点す	1	2
報いる	1	2
物語	1	1
もがく	1	1
落ち着き	1	1
質問	2	2
フラノ	1	1
唇	1	1
死ぬ	1	10
やる	5	15
使う	2	11
だが	1	5
きっちり	1	1
内	2	4
ゲートル	1	1
思い出	1	1
花	1	3
はばむ	1	1
躁病	1	1
工事	1	5
程遠い	1	1
街	1	7
やはり	2	5
速やか	2	2
情け 容赦	1	1
外電	1	2
焦点	1	1
ひたすら	2	2
いらっしゃる	2	3
ついに	1	3
賢い	2	2
内玄関	1	1
反射	1	1
はく	1	1
投げる	3	3
こんなふうに	1	1
出来	1	1
情け	1	1
みじめ	1	1
兆し	1	1
日	5	16
惨劇	1	2
ばか 者	1	1
晩	2	2
通	1	2
端	1	2
軽減	1	1
講義	1	1
ある	9	155
叙述	1	1
確実	1	1
周囲	1	2
すべて	3	21
Ｃ	1	1
細い	2	5
まっすぐ	1	2
思い出す	1	2
大通り	1	1
思い立つ	1	1
古風	1	2
できる	1	2
なだめる	1	4
流し込む	1	1
筒	1	1
降りる	3	4
愛しい	1	1
共通	1	1
さす	1	1
つく	4	4
飛び出す	2	6
農場	2	6
歩き回る	2	2
継承	1	1
向かう	3	7
放り出す	1	1
今後	1	1
赤い	1	2
まさに	3	8
おぞましい	1	1
生活	3	7
熱心	2	2
穴	6	8
試験管	1	2
絶対	1	2
おかしい	2	2
敬愛	1	1
明らかにする	1	1
摂政	1	1
乗り物	1	1
揺る	1	1
惨め	1	1
だまし	1	2
ころ	1	4
僕	1	12
レンズ	1	3
しゃれた	1	1
まったく の	1	1
有名	1	1
それでも	1	2
適当	1	1
邪悪	1	2
強まる	1	1
無上	1	1
見合う	1	1
吹っ飛ぶ	1	1
吹く	3	3
入る	2	18
人影	1	1
助け	1	1
挨拶	1	2
落とし穴	1	1
空	2	4
水晶	1	1
収入	1	2
長椅子	1	1
一	1	64
白髪	2	3
迫る	1	1
表す	1	1
彼女	1	18
動物	1	3
不名誉	1	1
歩きまわる	1	1
通気	1	1
十分 に	1	1
死因	1	1
判断	1	1
書き物	1	1
坂	1	1
怯えた	1	1
障害	1	1
確か に	3	8
紹介	1	1
伸縮	1	1
南アフリカ	1	2
さえ	3	6
思い返す	1	1
座る	2	10
得体の知れない	1	1
相続	1	1
分	1	13
花壇	1	1
化粧 台	1	1
集まる	1	1
宿	2	4
種明かし	1	2
ところで	1	1
険しい	1	1
現れる	3	6
左	2	2
厚い	1	1
親指	1	2
つぶやく	1	2
女中	1	3
変わる	1	1
愛する	1	2
青色	1	1
溢れる	2	2
姉	1	48
おそらくは	1	2
住所	1	1
申し入れる	1	1
おろす	1	1
ご 面倒	1	1
微	1	1
じゅう	1	1
たやすい	1	1
おびえる	1	5
そんなに	1	1
残る	3	8
友だち	1	1
価格	2	2
真相	1	1
求める	2	2
眠り込む	1	1
判別	1	1
いつも の	1	1
しゃがむ	1	1
そう	3	26
けれど	1	1
推論	1	2
ほほえむ	1	1
些細	1	1
直す	2	2
ところ	2	12
口 を 挟む	1	2
がかる	1	1
暮らす	1	3
靴	1	2
依頼 人	2	11
Ｒ	1	1
ながめる	1	3
論理 的	1	1
指さす	1	1
てい	2	2
以前 に	1	1
激しい	3	5
怒る	1	1
情熱	1	1
クッション	1	1
知人	1	1
技量	1	1
うめき声	1	1
公判	1	1
日時計	1	4
至る 所 に	1	1
なし	1	1
偽	1	1
こうして	1	1
設計	1	1
くずおれる	1	1
ハンドバッグ	1	1
放り投げる	1	1
手首	1	2
狩る	1	1
風変わり	1	1
つまり	1	3
凝視	1	1
より	1	1
小石	1	1
なぜ	1	1
なくなる	1	1
ゆっくり	3	5
ここ	2	28
聞きつける	1	1
もどかしい	1	1
出来事	1	4
気にする	1	2
この 間	1	1
くまなく	1	1
背	1	3
失望	1	1
助言	2	4
キュー ビット	1	1
重傷	1	1
ぶら下がる	1	1
遅い	1	1
手先	1	1
規則 的	1	1
大風	1	1
カルカッタ	1	1
化学 実験 室	1	1
描く	3	24
枝編み細工	1	1
恐れる	2	4
村人	1	1
ひとり	1	1
刻む	1	1
悪党	2	4
向き合う	1	1
奥さん	1	5
なぐる	1	1
地主	1	3
注意	2	5
中 に	1	2
中央 部	1	2
いっそ	1	1
陰	1	1
大切	1	1
でくわす	1	1
正義	1	2
急に	1	1
口にする	1	1
わずか に	1	1
狙う	1	1
至る	2	3
短い	2	9
どうにか	1	2
あなた	1	39
おぼろ げ	1	1
外 で	1	1
朝食	1	3
牧師	1	1
つぐなう	2	2
待つ	2	11
針金	1	1
代	1	1
役割	1	1
一群	1	2
真っ暗	1	1
横 幅	1	1
怯える	1	1
明日	1	1
保管	1	1
春	1	2
みんな	1	1
受ける	2	2
水面	1	1
夕食	1	1
乱暴 者	1	1
道端	1	1
なる	9	45
面す	1	1
距離	1	1
紫	1	1
大事	2	2
単なる	1	1
卓上	2	3
運	2	3
ポケット	1	2
多額	1	1
もじゃもじゃ	1	1
声	4	17
くれる	1	1
三番目	1	1
用紙	1	1
おぼろ	1	1
持ちかける	1	1
曖昧	1	1
調査	1	9
大変	4	5
づきあい	1	1
サリー	1	3
慎重 に	1	1
読む	2	3
罠	1	1
動かす	3	5
読者	1	1
大勢	1	1
外	1	7
おかしな	1	1
第三者	1	2
締め付ける	1	1
若い	2	3
試み	1	1
老人	2	3
よせる	1	1
解決	1	1
子供	2	2
当る	1	1
眠れる	1	1
鳥	1	4
汚す	1	1
考慮	1	1
窓 枠	2	2
結び付ける	2	2
差す	1	2
足首	1	1
手	7	33
例外	1	1
何とか	1	2
ティアラ	1	1
大いに	1	1
今夜	2	3
地下 室	1	1
かなう	1	1
絵	2	7
財産	2	2
値する	1	1
皿	2	2
ふり	1	1
食う	1	1
口ずさむ	1	1
解き明かす	1	2
良い	3	3
宿泊	1	1
取り出す	3	6
新しい	3	6
おくび	1	1
理解	1	2
喚く	1	1
全部	1	1
人物	1	5
巨体	1	1
不利	1	1
くっきり	1	1
はじめて	1	1
空気	1	3
訪問	2	2
一心	1	1
同様 に	1	2
打つ	3	4
重み	1	1
吊る	1	1
生む	1	1
毛	1	1
脱ぐ	1	1
青	1	1
小屋	1	2
瞳	1	1
割る	1	1
いえ	1	7
豊か	1	1
型	1	1
後家	1	1
何とはなしに	1	1
うん	1	2
元気	1	1
探る	1	1
従う	1	1
とき	3	38
昨年	1	1
ちょっと	3	10
取り上げる	2	4
金額	1	1
摘出	1	1
やがる	1	2
悪い	3	3
かがむ	1	1
死に際	1	1
お宅	1	1
もたれかかる	1	2
出て行く	1	1
ちょうど	2	7
はい	1	1
人形	2	17
想像	1	3
丁度	2	3
なに	1	3
見える	4	6
暖炉	1	4
ためらい	1	1
耳	1	4
要請	1	1
安楽	1	1
武器	1	1
田舎者	1	1
遺体	1	3
字	2	2
打ちのめす	1	1
簡単	2	3
有様	1	1
砲兵 隊	1	1
ともる	1	1
半分	1	2
本性	1	1
不安	2	3
お目にかかる	2	2
流儀	1	1
通用	1	1
仮定	1	1
証券	1	1
ガラス	1	2
許し	1	1
染める	1	1
暗号	3	6
用意	1	2
全身	1	1
黒っぽい	1	1
向こう へ	1	1
輪	3	10
夫人	2	11
すぐ に	3	6
同席	1	1
Ｐ	1	1
当てはめる	1	2
生い茂る	1	1
忌まわしい	1	1
化粧	1	1
寒い	1	2
頼み込む	1	1
周り	1	1
難渋	1	1
加える	1	3
渦	1	1
糸	1	16
明るい	1	1
細部	1	1
場	1	2
繰る	1	1
切符	1	1
通じる	2	3
入れる	4	6
取り巻く	1	2
来る	7	38
たち	1	1
集める	1	1
似つく	1	1
突き止める	1	1
お話し	1	1
吹かす	1	1
持ち前	1	1
合理 的	1	1
アメリカ	1	11
息がない	1	2
飼う	1	3
起こす	3	4
ガキ	1	1
乗りだす	1	1
けが	1	1
直観	1	1
引く	1	3
昇る	2	2
石造り	1	2
着く	2	7
自由	3	5
シルクハット	1	1
穿つ	1	1
偽物	1	2
香り	1	1
隣	1	3
悲劇 的	1	1
眉をひそめる	1	2
医者	2	7
北 ウォール シャム	1	1
メモ 帳	1	1
共同	1	2
彼方	1	1
抵当	1	1
健康	1	1
ふん	1	1
指	1	4
浪費 家	1	1
姿	1	4
いったん	1	2
察する	1	1
わずか	2	6
学位	1	1
開ける	2	5
出くわす	1	1
待望	1	1
一切	1	1
心臓	1	3
安全	1	1
かける	2	3
こする	1	3
ずっと	3	5
数	1	2
乱れる	1	1
キュー ビット 氏	1	1
きわめて	1	1
頼む	1	1
上着	1	1
学生	1	1
過ぎる	1	2
それはそうと	1	1
公	1	1
極楽	1	10
お 帰り	1	1
素敵	1	1
要る	1	1
愉快	2	2
哀れ	1	2
理由	1	2
怪鳥	1	2
悲鳴	1	1
列車	1	6
白い	1	2
身をよじる	1	1
Ｄ	1	2
恩知らず	1	1
容子	1	2
徒党	1	1
ひどい	4	6
しめる	1	1
別	3	6
行う	2	3
叩き起こす	1	2
浮き上る	1	1
紙切れ	1	7
空 に なる	1	1
何気ない	1	1
思い悩む	1	1
体	1	3
緩やか	1	1
掛ける	1	1
驚く	1	9
重ねる	1	1
たぶん	1	5
申し上げる	1	1
月	2	3
相当	3	3
金庫	2	8
不十分	1	1
連れる	1	3
墓	1	1
払う	3	3
不用意	1	1
横	1	5
言う	8	101
捧げる	1	1
御釈迦様	1	6
きしみ	1	1
下落	1	1
関係	1	2
頼る	1	1
また	4	26
逆転	1	1
謎	2	3
少年	1	7
鍵	3	13
とすると	1	1
黒い	1	6
かぜ	1	1
翡翠	1	1
返事	2	9
肝腎	1	1
どっち	1	2
展開	1	1
アルファベット	1	2
書き込み	1	1
川	1	1
男性	1	1
佇む	1	1
少将	1	1
Ｈ	1	2
着る	1	8
鞭	1	8
あらかじめ	1	1
軟らか	1	1
必死	1	1
しのげる	1	1
殴り描き	1	1
連関	1	1
ランプ	1	6
挟む	1	1
手帳	1	3
外側	1	1
眼鏡	1	1
明らか に	2	3
仮説	1	1
一刻	1	3
茶色	1	2
立ち上がる	2	4
六	1	4
手段	1	1
道すがら	1	1
州	1	8
嘘	1	1
半	1	2
まだ	2	7
踊る	1	15
一部始終	1	1
たえる	1	1
少々	2	5
臭い	2	4
屋敷	1	7
あの	1	24
近所	2	4
そらす	1	1
あんな	1	2
寝間着	1	1
一度	1	2
どういう	1	1
泊める	1	1
破る	2	2
ええ	1	16
稼業	1	1
拝見	1	1
わし	1	7
目 が 覚める	1	1
守る	4	6
それでは	1	1
みなす	1	1
いつ	1	3
追いかける	1	1
うろつく	1	1
一団	1	1
洗い落とす	1	1
ショック	1	2
状況	3	4
叫び	2	3
ピストル	1	3
左手	2	3
時計	1	3
掻く	1	1
落書き	1	1
あざ	1	2
集中	1	1
新顔	1	1
痛み	1	2
おびき寄せる	1	1
東	1	2
で ある	1	2
宿屋	1	1
印象	1	1
崇高	1	1
反対	3	4
感謝	1	1
以後	1	1
思案	1	1
樹木	1	1
はう	1	1
細工	1	2
居間	1	5
まず	2	7
嫌う	1	1
ニューヨーク 警視庁	1	1
ポンド	1	5
家事	1	1
見開く	1	1
諍い	1	1
こんにちは	1	1
末尾	1	3
危篤	1	1
渡す	1	1
十五	1	4
似る	1	1
窓	1	39
破風	1	2
縁	2	2
杖	3	3
件	2	6
飛び起きる	1	1
自ら	1	2
止める	1	1
どんな	1	1
急 に	1	1
欲しい	1	3
小柄	1	1
構成	1	1
炊事	1	2
ゴム	1	1
角	3	3
緑	2	2
領地	1	1
猛禽	1	1
力になる	1	1
発砲	2	3
罪人	1	6
腰掛ける	2	4
自分	2	25
見通す	1	1
暗い	1	1
透かす	1	1
見計らう	1	1
不幸 に も	1	1
悲しみ	1	1
心から	1	1
たまに	1	1
落胆	1	1
単に	2	2
振り返る	2	3
室内	2	2
牧場	1	1
とりわけ	2	2
動き	1	1
員	1	1
厳しい	1	1
軽	1	5
血色	1	1
あがる	1	1
オブジェ	1	1
猫	1	4
許す	2	3
くちゃくちゃ	1	1
エーカー	1	2
鉛筆	1	1
窓際	1	2
願ってもない	1	1
打ち明ける	1	1
ぐずぐず	1	1
救い出す	1	1
どおり	1	1
それぞれ の	1	2
手がかり	1	1
陰気	1	1
毒	1	3
聞こえる	1	10
気になる	1	1
化粧 着	2	3
まれ	1	1
野生	1	1
建築 家	1	1
ブランディ	1	1
楽しい	1	1
眼	2	3
輝く	2	3
雇う	1	1
では	2	14
知る	4	29
昨夜	1	2
めぐる	1	1
丸い	1	1
鳥 の 鳴き声	1	1
職業	2	2
皮膚	1	1
匂	1	2
間に合う	1	1
堂々	1	1
早め	1	1
大胆 さ	1	1
脇	1	1
とんでも ない	2	2
速さ	1	1
自信	1	1
玉	1	3
聞き手	1	1
抱く	1	1
活用	1	1
奥さま	1	2
色褪せる	1	1
調子に乗る	1	1
修繕	1	1
おっしゃる	1	3
結婚	3	22
インド	1	5
胸	2	2
漏れる	1	1
返す	2	2
記憶	3	3
法	2	2
息子	1	1
解く	1	3
路ばた	1	1
間にあう	1	1
第	1	2
合図	2	2
左 の	1	2
喜劇	1	1
問い	1	1
目 覚ます	1	1
心細い	1	1
ノート	1	1
